ID	Frameset	Arg	Func	Descr
3968	clamp_down.02	ARG0	PAG	enforcer
3969	clamp_down.02	ARG1	PPT	crime or violation enforced
3970	clamp_down.02	ARG2	GOL	perpetrator
3971	clang.01	ARG0	PAG	agent, causer
3972	clang.01	ARG1	PPT	entity clanging
3973	clank.01	ARG1	PPT	emitter of noise
3974	clank.02	ARG0	PAG	entity in motion
3975	clank.02	ARG1	PPT	path
3976	clap.01	ARG0	PAG	clapper
3977	clap.01	ARG1	PPT	thing(s) struck
3978	clap.01	ARG2	LOC	other thing struck, location
3979	clash.01	ARG0	PAG	1st, all in one mention, or agentive clasher
3980	clash.01	ARG1	COM	entity clashed with when separat constituent
3981	clash.01	ARG2	PPT	entity clashed over
3982	clash.02	ARG0	PAG	agent, one causing a clashing noise
3983	clash.02	ARG1	PPT	theme, thing clashing into something
3984	clash.02	ARG2	LOC	location, thing that the theme clashes against
3985	clasp.01	ARG0	PAG	holder
3986	clasp.01	ARG1	PPT	thing held, canonically hands
3987	clasp.01	ARG2	PRD	second thing held, or attribute of arg1
3988	class.01	ARG0	PAG	describer
3989	class.01	ARG1	PPT	thing defined
3990	class.01	ARG2	PRD	secondary attribute, described-as, definition
3991	classy.02	ARG1	PPT	classy entity
3992	classic.01	ARG1	PAG	classic thing
3993	classic.01	ARG2	PPT	specific aspect of arg1 that is classic
3994	classify.01	ARG0	PAG	describer
3995	classify.01	ARG1	PPT	thing defined
3996	classify.01	ARG2	PRD	secondary attribute, described-as, definition
3997	classify.02	ARG0	PAG	secret-keeper
3998	classify.02	ARG1	PPT	secret
3999	clatter.01	ARG0	PPT	noisy thing
4000	clatter.02	ARG0	PAG	thing in motion
4001	clatter.02	ARG1	PPT	path
4002	claudication.01	ARG1	PAG	entity experiencing pain
4003	claw.02	ARG0	PAG	cutter, cat-like creature
4004	claw.02	ARG1	PPT	thing cut, clawed
4005	claw.02	ARG2	DIR	medium, source (clawed-off from what? )
4006	claw.02	ARG3	MNR	instrument
4007	clay.01	ARG0	PAG	agent, handler of clay
4008	clay.01	ARG1	GOL	location/entity being covered with clay
4009	clay.01	ARG2	PPT	Clay, type of clay itself
4010	clean.01	ARG0	PAG	cleaner, agent
4011	clean.01	ARG1	PPT	thing cleaned
4012	clean.01	ARG2	GOL	beneficiary, cost:  clean for
4013	clean.04	ARG1	GOL	location clean
4014	clean.04	ARG3	PPT	impurities/contraband/deviations not present
4015	clean_up.02	ARG0	PAG	cleaner, agent
4016	clean_up.02	ARG1	PPT	thing cleaned up
4017	clean_out.03	ARG0	PAG	emptier, agent
4018	clean_out.03	ARG1	PPT	entity cleaned out
4019	clean_clock.05	ARG0	PAG	defeater
4020	clean_clock.05	ARG1	PPT	entity defeated (whose clock it is)
4021	clean_clock.05	ARG2	VSP	domain, competition
4022	cleanse.01	ARG0	PAG	agent, cleaner
4023	cleanse.01	ARG1	PPT	dirt
4024	cleanse.01	ARG2	DIR	dirty thing, now clean
4025	clear.01	ARG0	PAG	cleaner
4026	clear.01	ARG1	GOL	thing made clean
4027	clear.01	ARG2	PPT	dirt
4028	clear.02	ARG0	PAG	agent, approver
4029	clear.02	ARG1	PPT	thing approved
4030	clear.02	ARG2	VSP	semi-idiomatic: 'the way'
4031	clear.02	ARG3	GOL	entity given permission for arg1
4032	clear.03	ARG0	PAG	escaper
4033	clear.03	ARG1	PPT	thing escaped
4034	clear.06	ARG0	PAG	Cause of clarification, evidence/facts
4035	clear.06	ARG1	PPT	Thing that is clear, obvious
4036	clear.06	ARG2	GOL	whom it is obvious to
4037	clear.07	ARG1	PPT	thing that is translucent
4038	clear.08	ARG1	DIR	thing that is clear, open (may not be filled by test event)
4039	clear.08	ARG2	PPT	dirt, obstructions
4040	clear.09	ARG0	PAG	thing avoiding something else
4041	clear.09	ARG1	PPT	thing avoided
4042	clear_up.04	ARG0	PAG	cleaner
4043	clear_up.04	ARG1	PPT	thing becoming clean
4044	clear_out.05	ARG0	PAG	clearer, causer of leaving
4045	clear_out.05	ARG1	PPT	entity leaving or removed
4046	clear_out.05	ARG2	LOC	place left
4047	clarify.10	ARG0	PAG	causer of clarification, agent
4048	clarify.10	ARG1	PPT	thing becoming clearer
4049	clarify.10	ARG2	GOL	benefactive
4050	cleave.01	ARG0	PAG	agent, cleaver
4051	cleave.01	ARG1	PPT	patient, thing cleaved
4052	cleave.01	ARG2	PRD	result of cleaving
4053	cleave.01	ARG3	GOL	benefactive
4054	clench.01	ARG0	PAG	holder
4055	clench.01	ARG1	PPT	clenched thing
4056	clerk.01	ARG0	PAG	clerk
4057	clerk.01	ARG1	GOL	person, organization, event arg0 is acting as clerk for
4058	clever.01	ARG1	PAG	smartie, clever one
4059	clever.01	ARG2	PPT	skill, clever at what?
4060	click.01	ARG0	PAG	causer of clicking noise
4061	click.01	ARG1	PPT	thing emitting clicks
4062	click.02	ARG1	PAG	entity 1
4063	click.02	ARG2	COM	entity 2
4064	climax.01	ARG1	PPT	thing being described
4065	climax.01	ARG2	EXT	maximum
4066	climax.01	ARG3	GOL	benefactive
4067	climb.01	ARG0	PPT	climber
4068	climb.01	ARG1	PPT	thing climbed (clomb?)
4069	climb.02	ARG1	PPT	climber
4070	climb.02	ARG2	EXT	ext, amount risen
4071	climb.02	ARG3	DIR	start point
4072	climb.02	ARG4	GOL	end point
4073	climb.02	ARG5	PRD	attribute, when attribute of item is climbing rather than the whole
4074	clinch.01	ARG0	PAG	causer of sureness
4075	clinch.01	ARG1	PPT	sure thing
4076	cling.01	ARG0	PPT	clingy thing
4077	cling.01	ARG1	PPT	clung to
4078	cling.02	ARG1	PPT	small bell
4079	clinical.01	ARG0	PAG	emotionally detached entity
4080	clinical.01	ARG1	PPT	situation treated as clinical by arg0
4081	clinical.02	ARG1	PPT	thing having to do with clinics
4082	clink.01	ARG1	PPT	emitter of sound
4083	clink.01	ARG0	PAG	causal agent
4084	clip.01	ARG0	PAG	clipper, agent
4085	clip.01	ARG1	PPT	thing clipped
4086	clip.01	ARG2	DIR	clipped from, source
4087	clip.03	ARG0	PAG	hitter (agent)
4088	clip.03	ARG1	GOL	entity hit
4089	clip.03	ARG2	PPT	thing in motion
4090	clip_off.02	ARG0	PAG	clipper, agent
4091	clip_off.02	ARG1	PPT	thing clipped
4092	clip_off.02	ARG2	DIR	clipped from
4093	cloak.01	ARG0	PAG	agent of covering
4094	cloak.01	ARG1	GOL	thing covered
4095	cloak.01	ARG2	PPT	cloak
4096	clobber.01	ARG0	PAG	agent, hitter - animate only!
4097	clobber.01	ARG1	PPT	thing hit
4098	clobber.01	ARG2	MNR	instrument, thing hit by or with
4099	clock.01	ARG0	PAG	measurer
4100	clock.01	ARG1	PPT	thing measured
4101	clock.01	ARG2	VSP	yardstick, standard of measurement (clock)
4102	clock.01	ARG3	VSP	measurement
4103	clock.02	ARG0	PAG	agent, hitter - animate only!
4104	clock.02	ARG1	PPT	thing hit
4105	clock.02	ARG2	MNR	instrument, thing hit by or with
4106	clog.01	ARG0	PPT	dancer
4107	clog.02	ARG0	PAG	agent (only!)
4108	clog.02	ARG1	GOL	passage
4109	clog.02	ARG2	PPT	substance blocking passage, clog itself
4110	clog_up.03	ARG0	PAG	agent (only!)
4111	clog_up.03	ARG1	GOL	passage
4112	clog_up.03	ARG2	PPT	substance blocking passage, clog itself
4113	cloister.01	ARG0	PAG	stabler
4114	cloister.01	ARG1	PPT	thing stabled
4115	cloister.01	ARG2	GOL	stable, location
4116	clomp.01	ARG1	PPT	theme. entity in motion
4117	clomp.01	ARG2	LOC	destination
4118	clone.01	ARG0	PAG	cloner, agent
4119	clone.01	ARG1	PPT	original
4120	close.01	ARG0	PAG	person doing the closing
4121	close.01	ARG1	PPT	thing closing
4122	close.01	ARG2	GOL	anti-beneficiary
4123	close.02	ARG1	PPT	thing closing
4124	close.03	ARG0	PAG	entity making the deal
4125	close.03	ARG1	PPT	the deal
4126	close.06	ARG1	PPT	entity in motion
4127	close.06	ARG2	GOL	target
4128	close.10	ARG1	SE1	entity located near something, close thing
4129	close.10	ARG2	SE2	location, close to what?
4130	close.10	ARG3	SCL	scale
4131	close.11	ARG1	PPT	copy, thing that is similar
4132	close.11	ARG2	PPT	original, what arg1 is similar-to
4133	close.12	ARG1	PPT	case, vote, decision
4134	close.13	ARG1	PAG	affectionate entity/ies
4135	close.13	ARG2	COM	affectionate with whom?
4136	close.14	ARG1	ppt	observation/attention event (may require concatenation to include observer)
4137	close_down.04	ARG0	PAG	person doing the closing
4138	close_down.04	ARG1	PPT	thing closing
4139	close_off.05	ARG0	PAG	person doing the closing
4140	close_off.05	ARG1	PPT	thing closing
4141	close_off.05	ARG2	GOL	anti-beneficiary
4142	close_in.07	ARG1	PPT	entity in motion
4143	close_in.07	ARG2	GOL	target
4144	close_over.08	ARG0	PAG	agent
4145	close_over.08	ARG1	PPT	thing becoming sealed
4146	close_up.09	ARG0	PAG	closer
4147	close_up.09	ARG1	PPT	place/thing being closed up
4148	clot.01	ARG0	PAG	Cause of clotting
4149	clot.01	ARG1	PPT	Entity clotted
4150	clot.01	ARG2	MNR	Instrument or manner
4151	clothe.01	ARG0	PAG	causer of non-nudity, agent
4152	clothe.01	ARG1	PPT	person dressed
4153	clothe.01	ARG2	MNR	clothes
4154	cloud.01	ARG0	PAG	causer, agent
4155	cloud.01	ARG1	PPT	thing be(com)ing cloudy
4156	cloud.01	ARG2	MNR	cloud, instrument
4157	cloudy.02	ARG0	PAG	causer, agent
4158	cloudy.02	ARG1	PPT	cloudy thing
4159	cloudy.02	ARG2	MNR	cloud, instrument
4160	clout.01	ARG0	PAG	hitter
4161	clout.01	ARG1	PPT	victim or ball
4162	clown.01	ARG0	PAG	clown
4163	clown.01	ARG1	PPT	other party clowning, clown with
4164	clown.01	ARG2	PPT	subject, joke, clowning about what
4165	clown_around.02	ARG0	PAG	first joker
4166	clown_around.02	ARG1	PPT	other joker, clowned-around-with
4167	clown_around.02	ARG2	PPT	clowning around about what? subject, joke
4168	cloy.01	ARG0	PAG	causer of cloying sensation
4169	cloy.01	ARG1	PPT	experiencer of cloying sensation
4170	cloy.01	ARG2	MNR	instrument, when separate from arg0
4171	club.01	ARG0	PAG	striker, agent
4172	club.01	ARG1	PPT	entity clubbed
4173	club.02	ARG1	PPT	thing becoming thicker
4174	clubbing.03	ARG0	PAG	Dancer, clubhopper
4175	cluck.01	ARG0	PAG	cluck
4176	have_clue.01	ARG0	PAG	entity who has a clue
4177	have_clue.01	ARG1	PPT	about what; thing understood
4178	clueless.01	ARG1	PAG	entity without a clue
4179	clueless.01	ARG2	PPT	subject matter arg1 is uninformed about
4180	clump.02	ARG0	PAG	causal agent
4181	clump.02	ARG1	PPT	thing becoming clumped
4182	clump.02	ARG2	PRD	end state (the clump)
4183	clump.03	ARG0	PAG	clomper
4184	clump.03	ARG1	PPT	clomped
4185	clump.03	ARG2	LOC	location, direction or path
4186	clumsy.01	ARG1	PPT	clumsy entity (may require concatenation)
4187	clunk.01	ARG0	PAG	Agent causing clunking
4188	clunk.01	ARG1	PPT	Thing making clunking sound
4189	cluster.01	ARG0	PAG	clusterer, agent
4190	cluster.01	ARG1	PPT	things clustered
4191	cluster.01	ARG2	GOL	explicit mention of cluster
4192	clutch.01	ARG0	PAG	grasper, agent
4193	clutch.01	ARG1	PPT	entity clutched
4194	clutch_on.02	ARG0	PAG	grasper, agent
4195	clutch_on.02	ARG1	PPT	entity clutched
4196	clutter.01	ARG0	PAG	agent of cluttering
4197	clutter.01	ARG1	GOL	container, space
4198	clutter.01	ARG2	PPT	random junk
4199	cnn.01	ARG1	PPT	entity being compared to CNN
4200	coach.01	ARG0	PAG	leader, coach
4201	coach.01	ARG1	GOL	team
4202	coach.01	ARG2	PPT	sport, endeavor, purpose
4203	coactivate.01	ARG0	PAG	activator protein(s)
4204	coactivate.01	ARG1	PPT	entity now active
4205	coagulate.01	ARG0	PAG	cause of coagulation
4206	coagulate.01	ARG1	PPT	entity coagulated
4207	coagulate.01	ARG2	MNR	instrument or manner, if separate from arg 0
4208	apc.02	ARG0	PAG	agent (endoscopist)
4209	apc.02	ARG1	PPT	coagulated (abnormality being treated)
4210	apc.02	ARG2	MNR	benefactive (person undergoing procedure) 
4211	coal.01	ARG0	PAG	agent or cause of transformation
4212	coal.01	ARG1	PPT	thing becomeing coal
4213	coal.02	ARG0	PAG	Agent, entity supplying the coal
4214	coal.02	ARG1	GOL	Vessel taking on coal
4215	coal.02	ARG2	PPT	the coal
4216	coalesce.01	ARG0	PAG	agent, mixer
4217	coalesce.01	ARG1	PPT	ingredient one
4218	coalesce.01	ARG2	PPT	ingredient two-1
4219	coalesce.01	ARG3	PRD	end product
4220	coanchor.01	ARG0	PAG	co-anchor(s)
4221	coanchor.01	ARG1	PPT	the show
4222	coarctate.01	ARG0	PAG	Cause, agent (likely rare)
4223	coarctate.01	ARG1	PPT	Blood vessel or organ coarctated
4224	coarctate.01	ARG2	EXT	EXT, amount narrowed by
4225	coarctate.01	ARG3	DIR	Start point
4226	coarctate.01	ARG4	LOC	End point
4227	coarsen.01	ARG0	PAG	causer of coarseness
4228	coarsen.01	ARG1	PPT	thing getting coarse
4229	coarsen.01	ARG2	MNR	instrument or manner if separate from arg 0
4230	coarse.02	ARG0	PAG	causer of coarseness
4231	coarse.02	ARG1	PPT	coarse entity
4232	coarse.02	ARG2	DOM	specific aspect of ARG1 that is coarse
4233	coast.01	ARG0	PPT	entity in motion
4234	coast.01	ARG1	LOC	path
4235	coat.01	ARG0	PAG	entity causing covering, agent
4236	coat.01	ARG1	GOL	covered
4237	coat.01	ARG2	PPT	covering, coat
4238	coauthor.01	ARG0	PAG	one or all authors
4239	coauthor.01	ARG1	PPT	text authored
4240	coauthor.01	ARG2	COM	additional authors
4241	coax.01	ARG0	PAG	coaxer
4242	coax.01	ARG1	PPT	induced agent
4243	coax.01	ARG2	PRD	induced action
4244	cobble.01	ARG0	PAG	builder
4245	cobble.01	ARG1	PPT	built, creation, end state
4246	cobble.01	ARG2	VSP	material, start state
4247	cochair.01	ARG0	PAG	Focus, first or plural mention of person/s serving as chair
4248	cochair.01	ARG1	PPT	institution that arg0 chair/s
4249	cochair.01	ARG2	COM	Second chairperson when separate mention, arg0 chairs with whom?
4250	cock.01	ARG0	PAG	setter at upward angle
4251	cock.01	ARG1	PPT	angled thing
4252	coculture.01	ARG0	PAG	intentional agent of coculture (e.g. scientist)
4253	coculture.01	ARG1	PPT	cocultured entities (e.g. cells)
4254	coddle.01	ARG0	PAG	coddler
4255	coddle.01	ARG1	PPT	coddled
4256	coddle.02	ARG0	PAG	cook
4257	coddle.02	ARG1	PPT	food
4258	coddle.02	ARG2	GOL	beneficiary
4259	code.01	ARG0	PAG	codemaker, agent
4260	code.01	ARG1	PPT	message etc.
4261	code.02	ARG0	PAG	programmer
4262	code.02	ARG1	PPT	software
4263	code.04	ARG1	PPT	segment of DNA (or code)
4264	code.04	ARG2	PRP	function
4265	code.05	ARG0	PAG	authorizer (patient)
4266	code.05	ARG1	PPT	status (value)
4267	code.101	ARG1	PPT	Patient
4268	colorcode.03	ARG0	PAG	color coder
4269	colorcode.03	ARG1	PPT	entity being labeled
4270	colorcode.03	ARG2	VSP	color
4271	colorcode.03	ARG3	PRD	attribute or attributive state colored as/for
4272	codeletion.01	ARG0	PAG	entity removing
4273	codeletion.01	ARG1	PPT	thing being removed
4274	codeletion.01	ARG2	DIR	removed from
4275	codename.01	ARG0	PAG	codename giver
4276	codename.01	ARG1	PPT	entity receiving the code name
4277	codename.01	ARG2	PRD	the codename
4278	codevelop.01	ARG0	PAG	developer
4279	codevelop.01	ARG1	PPT	thing developed
4280	codevelop.01	ARG2	COM	co-developer
4281	codevelop.01	ARG3	PPT	other thing developed at the same time
4282	codify.01	ARG0	PAG	arranger
4283	codify.01	ARG1	PPT	thing being codified
4284	codify.01	ARG2	PRD	end state
4285	coedit.01	ARG0	PAG	co-editor(s)
4286	coedit.01	ARG1	PPT	text edited
4287	coerce.01	ARG0	PAG	persuasive entity, agent
4288	coerce.01	ARG1	PPT	impelled person
4289	coerce.01	ARG2	PRD	action or Result
4290	coevolve.01	ARG1	PPT	first or all things changing
4291	coevolve.01	ARG2	PRD	end state
4292	coevolve.01	ARG3	VSP	start state
4293	coevolve.01	ARG4	COM	other thing changed with, when separate mention
4294	coexist.01	ARG1	PPT	first entity co-existing
4295	coexist.01	ARG2	COM	second entity co-existing
4296	coexpress.01	ARG1	PAG	gene(s), expressor(s)
4297	coexpress.01	ARG2	PPT	protein(s), expressed material
4298	coexpress.01	ARG3	LOC	cell, organ, location
4299	coextinction.01	ARG0	PAG	cause of extinction
4300	coextinction.01	ARG1	PPT	species dying off
4301	coextinction.01	ARG2	COM	other species dying off
4302	coextrude.01	ARG0	PAG	Machine, cause of coextrusion
4303	coextrude.01	ARG1	PPT	Entity shaped, thrusted out
4304	cofound.01	ARG0	PAG	agent(s), co-founder(s)
4305	cofound.01	ARG1	PPT	thing founded
4306	cofound.01	ARG2	COM	second co-founder if separate from ARG 0
4307	cognize.01	ARG0	PAG	aware entity
4308	cognize.01	ARG1	PPT	aware of
4309	cohabit.01	ARG0	PAG	focus, first or plural resident mention
4310	cohabit.01	ARG1	PPT	place of residence
4311	cohabit.01	ARG2	COM	second inhabitant, when separate mention
4312	cohere.01	ARG0	PAG	agent, causer of coherence
4313	cohere.01	ARG1	GOL	coherent bits
4314	cohost.01	ARG0	PAG	co-host(s)
4315	cohost.01	ARG1	PPT	event hosted
4316	coil.01	ARG0	PAG	causer of coiling
4317	coil.01	ARG1	PPT	coiled thing
4318	coil.01	ARG2	LOC	secondary attribute, coiled around what
4319	coil_up.02	ARG1	PPT	coiled entity
4320	coimmunoprecipitate.01	ARG0	PAG	intentional agent of coimmunoprecipitation (e.g. scientist)
4321	coimmunoprecipitate.01	ARG1	PPT	antigen(s) (e.g. protein)
4322	coimmunoprecipitate.01	ARG2	PPT	second chemical
4323	coimmunoprecipitate.01	ARG3	MNR	instrument, antibody
4324	coimmunoprecipitate.01	ARG4	DIR	coimmunoprecipitated from, solution
4325	coin.01	ARG0	PAG	coiner
4326	coin.01	ARG1	PRD	thing coined (rarely a coin)
4327	coincide.01	ARG1	PAG	first thing happening
4328	coincide.01	ARG2	PPT	second thing, at the same time as what
4329	coke.01	ARG0	PAG	agent
4330	coke.01	ARG1	PPT	start material (coal)
4331	coke.01	ARG2	PRD	end product (coke)
4332	cold.01	ARG1	PPT	thing with few degrees (temperature-wise)
4333	cold.02	ARG0	PAG	agent of cold behavior
4334	cold.02	ARG1	PPT	cold behavior/actions
4335	cold.02	ARG2	GOL	target of cold behavior
4336	cold.03	ARG0	PAG	perceiver, bloodhound, search party
4337	cold.03	ARG1	PPT	trail
4338	coldcream.01	ARG0	PAG	applier
4339	coldcream.01	ARG1	PPT	applied area
4340	colectomy.01	ARG0	PAG	remover
4341	colectomy.01	ARG1	PPT	thing removed
4342	colectomy.01	ARG2	SRC	removed from
4343	collaborate.01	ARG0	PAG	focussed party, agent
4344	collaborate.01	ARG1	COM	second party
4345	collaborate.01	ARG2	PPT	shared task
4346	collapse.01	ARG0	PAG	agent, outside causer of collapse
4347	collapse.01	ARG1	PPT	thing collapsing
4348	collapse.01	ARG2	EXT	extent of collapse
4349	collapse.01	ARG3	DIR	starting point
4350	collapse.01	ARG4	GOL	ending point
4351	collapse.02	ARG0	PAG	agent, outside causer of collapse
4352	collapse.02	ARG1	PPT	thing collapsing
4353	collapse.02	ARG2	EXT	extent of collapse
4354	collapse.02	ARG3	DIR	starting point
4355	collapse.02	ARG4	GOL	ending point
4356	collar.01	ARG0	PAG	entity doing the apprehending
4357	collar.01	ARG1	PPT	person nabbed
4358	collar.01	ARG2	PRD	accusations, crimes, for what
4359	collate.01	ARG0	PAG	organizer
4360	collate.01	ARG1	PPT	thing organized
4361	collate.01	ARG2	PPT	end state, collated into what, if separate from arg 1
4362	collateralize.01	ARG0	PAG	Intentional agent or cause
4363	collateralize.01	ARG1	PPT	Blood vessel growing
4364	collateralize.01	ARG2	GOL	Organ now adequately supplied
4365	collateralize.01	ARG3	PRP	Inadequate vessel Arg1 is compensating for
4366	collateralize.02	ARG0	PAG	agent doing/causing collateralizing
4367	collateralize.02	ARG1	PPT	loan collateralized
4368	collateralize.02	ARG2	MNR	collateral itself, collateralized with what?
4369	collect.01	ARG0	PAG	agent, entity acquiring something
4370	collect.01	ARG1	PPT	thing acquired
4371	collect.01	ARG2	DIR	source
4372	collect.01	ARG3	VSP	more specific attribute of arg1 being collected
4373	collect.01	ARG4	GOL	benefactive
4374	collide.01	ARG0	PPT	theme, thing in motion, 1st colliders or all colliders in one constituent
4375	collide.01	ARG1	PPT	thing hit, 2nd collider where separate mention
4376	collide.01	ARG2	PPT	Topic collided over in metaphorical case, cause of disagreement
4377	collocate.01	ARG0	PAG	entity causing collocation, agent
4378	collocate.01	ARG1	PPT	first placed entity
4379	collocate.01	ARG2	PPT	placed next to
4380	collude.01	ARG0	PAG	focussed party, agent
4381	collude.01	ARG1	COM	second party
4382	collude.01	ARG2	PPT	conspiracy
4383	colocalize.01	ARG1	PPT	local entities
4384	colocalize.01	ARG2	LOC	common area (cell)
4385	colocolostomy.01	ARG0	PAG	agent
4386	colocolostomy.01	ARG1	PPT	patient
4387	colocolostomy.01	ARG2	PRD	product/result
4388	colocolostomy.01	ARG3	MNR	which part(s) of the colon is used
4389	colonize.01	ARG0	PAG	colonizer, imperial power
4390	colonize.01	ARG1	PPT	territory colonized
4391	colonography.01	ARG0	PAG	examiner
4392	colonography.01	ARG1	PPT	examined
4393	colonoscopy.01	ARG0	PAG	Agent
4394	colonoscopy.01	ARG1	PPT	Entity colonoscopied
4395	colonoscopy.01	ARG2	CAU	Indication/purpose/cause
4396	color.01	ARG0	PAG	causer of coloration
4397	color.01	ARG1	PPT	thing with color
4398	color.01	ARG2	PRD	the color itself
4399	color_in.02	ARG0	PAG	colorer
4400	color_in.02	ARG1	GOL	image/surface colored in
4401	color_in.02	ARG2	PPT	the color
4402	colorectostomy.01	ARG0	PAG	agent
4403	colorectostomy.01	ARG1	PPT	patient
4404	colorectostomy.01	ARG2	PRD	product/result
4405	colorectostomy.01	ARG3	MNR	which part(s) of the organs are used
4406	colostomy.01	ARG0	PAG	agent
4407	colostomy.01	ARG1	PPT	patient
4408	colostomy.01	ARG2	PRD	product/result
4409	colostomy.01	ARG3	MNR	which part(s) of the colon is used
4410	colovaginal.01	ARG1	PPT	thing involving the colon and the vagina
4411	columnar.01	ARG1	PPT	columnar entity
4412	comanage.01	ARG0	PAG	co-manager(s)
4413	comanage.01	ARG1	PPT	thing managed
4414	comb.01	ARG0	PAG	searcher, agent
4415	comb.01	ARG1	LOC	area searched, combed through
4416	comb.01	ARG2	PPT	combed for
4417	comb.02	ARG0	PAG	comber, agent
4418	comb.02	ARG1	PPT	hair
4419	combat.01	ARG0	PAG	first fighter
4420	combat.01	ARG1	COM	second fighter, if separate
4421	combat.01	ARG2	PPT	spoils
4422	combine.01	ARG0	PAG	agent, mixer
